"daily_deceased",name,confirmed,cruisePassenger,cumulativeDeceased,dailyDeceasedStartDate,"days_deceased_count",deceased,"info_max_time","info_min_time","info_search_time","info_sid","ld_min_time","name_ja",newlyDeceased,recovered,updated,yesterdayDeceased,"_time","__mv_daily_deceased","__mv_name","__mv_confirmed","__mv_cruisePassenger","__mv_cumulativeDeceased","__mv_dailyDeceasedStartDate","__mv_days_deceased_count","__mv_deceased","__mv_info_max_time","__mv_info_min_time","__mv_info_search_time","__mv_info_sid","__mv_ld_min_time","__mv_name_ja","__mv_newlyDeceased","__mv_recovered","__mv_updated","__mv_yesterdayDeceased","__mv__time"
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1579618800.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1579705200.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1579791600.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1579878000.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1579964400.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1580050800.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1580137200.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1580223600.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1580310000.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1580396400.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1580482800.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1580569200.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1580655600.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1580742000.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1580828400.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1580914800.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1581001200.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1581087600.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1581174000.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1581260400.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1581346800.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1581433200.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1581519600.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1581606000.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1581692400.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1581778800.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1581865200.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1581951600.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1582038000.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1582124400.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1582210800.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1582297200.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1582383600.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1582470000.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1582556400.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1582642800.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1582729200.000000",,,,,,,,,,,,,,,,,,,
0,Aichi,4970,0,0,"2020-01-08",253,77,"1600270260.000","1600182000.000","1600270261.090","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD5c22d0c109d9e1f79_at_1600270260_5253","1578409200.000000","愛知県",0,4452,"2020-09-16T21:10:41+09:00",0,"1582815600.000000",,,,,,,,,,,,,,,,,,,
