"_time","三重県","京都府","佐賀県","兵庫県","北海道","千葉県","和歌山県","埼玉県","大分県","大阪府","奈良県","宮城県","宮崎県","富山県","山口県","山形県","山梨県","岐阜県","岡山県","岩手県","島根県","広島県","徳島県","愛媛県","愛知県","新潟県","東京都","栃木県","沖縄県","滋賀県","熊本県","石川県","神奈川県","福井県","福岡県","福島県","秋田県","群馬県","茨城県","長崎県","長野県","青森県","静岡県","香川県","高知県","鳥取県","鹿児島県"
"1582988400.000000",0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"1583074800.000000",0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1583161200.000000",0,1,0,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1583247600.000000",0,2,0,0,3,1,0,0,0,9,0,0,1,0,1,0,0,0,0,0,0,0,0,1,8,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"1583334000.000000",0,1,0,1,1,0,1,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,1,8,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1583420400.000000",0,1,0,4,7,2,0,3,0,13,3,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,6,0,0,0,2,0,0,0,1,0,0,0,2,0,0
"1583506800.000000",0,1,0,2,8,4,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,0,6,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"1583593200.000000",0,0,0,2,3,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"1583679600.000000",0,4,0,4,7,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1583766000.000000",1,1,0,8,3,1,0,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1583852400.000000",5,2,0,13,7,2,0,2,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1583938800.000000",0,2,0,9,10,2,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,2,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0
"1584025200.000000",0,0,1,10,9,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1584111600.000000",1,0,0,11,7,2,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,10,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0
"1584198000.000000",0,0,0,11,4,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1584284400.000000",0,0,0,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1584370800.000000",0,2,0,4,0,0,0,5,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,12,0,0,1,0,0,4,0,1,0,0,4,1,0,0,0,0,1,0,0,0
"1584457200.000000",1,2,0,5,2,2,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,1,9,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"1584543600.000000",0,0,0,2,3,3,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,7,0,0,0,1,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"1584630000.000000",0,1,0,8,1,5,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,11,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1584716400.000000",0,1,0,6,1,1,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
