"_time",updated,confirmed,confirmedAvg3d,confirmedAvg7d,confirmedCumulative,confirmedCumulativeAvg3d,confirmedCumulativeAvg7d,criticalCumulative,deceased,deceasedCumulative,recoveredCumulative,testedCumulative,"info_max_time","info_min_time","info_search_time","info_sid","__mv__time","__mv_updated","__mv_confirmed","__mv_confirmedAvg3d","__mv_confirmedAvg7d","__mv_confirmedCumulative","__mv_confirmedCumulativeAvg3d","__mv_confirmedCumulativeAvg7d","__mv_criticalCumulative","__mv_deceased","__mv_deceasedCumulative","__mv_recoveredCumulative","__mv_testedCumulative","__mv_info_max_time","__mv_info_min_time","__mv_info_search_time","__mv_info_sid"
"1586358000.000000","2020-05-01T20:17:15+09:00",589,493,395,5578,4988,4205,109,8,114,685,64387,"1588355400.000","1588266000.000","1588355400.659","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD520c69bfee7e662cf_at_1588355400_294",,,,,,,,,,,,,,,,,
"1586444400.000000","2020-05-01T20:17:15+09:00",624,578,436,6202,5566,4641,117,13,127,714,68771,"1588355400.000","1588266000.000","1588355400.659","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD520c69bfee7e662cf_at_1588355400_294",,,,,,,,,,,,,,,,,
"1586530800.000000","2020-05-01T20:17:15+09:00",700,637,484,6902,6203,5125,122,14,141,762,74891,"1588355400.000","1588266000.000","1588355400.659","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD520c69bfee7e662cf_at_1588355400_294",,,,,,,,,,,,,,,,,
"1586617200.000000","2020-05-01T20:17:15+09:00",514,612,507,7416,6815,5632,129,9,150,784,77381,"1588355400.000","1588266000.000","1588355400.659","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD520c69bfee7e662cf_at_1588355400_294",,,,,,,,,,,,,,,,,
"1586703600.000000","2020-05-01T20:17:15+09:00",289,501,515,7705,7316,6147,135,7,157,799,78702,"1588355400.000","1588266000.000","1588355400.659","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD520c69bfee7e662cf_at_1588355400_294",,,,,,,,,,,,,,,,,
"1586790000.000000","2020-05-01T20:17:15+09:00",504,435,534,8209,7751,6681,152,14,171,853,89551,"1588355400.000","1588266000.000","1588355400.659","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD520c69bfee7e662cf_at_1588355400_294",,,,,,,,,,,,,,,,,
"1586876400.000000","2020-05-01T20:17:15+09:00",559,450,539,8768,8201,7220,168,16,187,901,94236,"1588355400.000","1588266000.000","1588355400.659","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD520c69bfee7e662cf_at_1588355400_294",,,,,,,,,,,,,,,,,
"1586962800.000000","2020-05-01T20:17:15+09:00",562,541,536,9330,8742,7756,193,18,205,935,100703,"1588355400.000","1588266000.000","1588355400.659","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD520c69bfee7e662cf_at_1588355400_294",,,,,,,,,,,,,,,,,
"1587049200.000000","2020-05-01T20:17:15+09:00",555,558,526,9885,9300,8282,207,12,217,1012,106372,"1588355400.000","1588266000.000","1588355400.659","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD520c69bfee7e662cf_at_1588355400_294",,,,,,,,,,,,,,,,,
"1587135600.000000","2020-05-01T20:17:15+09:00",585,567,509,10470,9867,8791,211,18,235,1069,111325,"1588355400.000","1588266000.000","1588355400.659","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD520c69bfee7e662cf_at_1588355400_294",,,,,,,,,,,,,,,,,
"1587222000.000000","2020-05-01T20:17:15+09:00",364,501,488,10834,10368,9279,217,19,254,1159,112816,"1588355400.000","1588266000.000","1588355400.659","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD520c69bfee7e662cf_at_1588355400_294",,,,,,,,,,,,,,,,,
"1587308400.000000","2020-05-01T20:17:15+09:00",345,431,496,11179,10799,9775,231,18,272,1239,116725,"1588355400.000","1588266000.000","1588355400.659","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD520c69bfee7e662cf_at_1588355400_294",,,,,,,,,,,,,,,,,
"1587394800.000000","2020-05-01T20:17:15+09:00",383,364,479,11562,11163,10254,232,27,299,1356,124550,"1588355400.000","1588266000.000","1588355400.659","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD520c69bfee7e662cf_at_1588355400_294",,,,,,,,,,,,,,,,,
"1587481200.000000","2020-05-01T20:17:15+09:00",407,378,457,11969,11541,10711,241,19,318,1424,130587,"1588355400.000","1588266000.000","1588355400.659","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD520c69bfee7e662cf_at_1588355400_294",,,,,,,,,,,,,,,,,
"1587567600.000000","2020-05-01T20:17:15+09:00",434,408,439,12403,11949,11150,259,25,343,1494,135983,"1588355400.000","1588266000.000","1588355400.659","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD520c69bfee7e662cf_at_1588355400_294",,,,,,,,,,,,,,,,,
"1587654000.000000","2020-05-01T20:17:15+09:00",376,405,413,12779,12354,11563,263,8,351,1530,141600,"1588355400.000","1588266000.000","1588355400.659","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD520c69bfee7e662cf_at_1588355400_294",,,,,,,,,,,,,,,,,
"1587740400.000000","2020-05-01T20:17:15+09:00",317,375,375,13096,12729,11938,287,18,369,1656,147454,"1588355400.000","1588266000.000","1588355400.659","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD520c69bfee7e662cf_at_1588355400_294",,,,,,,,,,,,,,,,,
"1587826800.000000","2020-05-01T20:17:15+09:00",206,299,352,13302,13028,12290,296,12,381,1809,149074,"1588355400.000","1588266000.000","1588355400.659","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD520c69bfee7e662cf_at_1588355400_294",,,,,,,,,,,,,,,,,
"1587913200.000000","2020-05-01T20:17:15+09:00",168,230,327,13470,13258,12617,300,19,400,1899,150692,"1588355400.000","1588266000.000","1588355400.659","scheduler__nobody_Y292aWQxOS1qYXBhbg__RMD520c69bfee7e662cf_at_1588355400_294",,,,,,,,,,,,,,,,,
